date,product_id,category,region,inventory_level,units_sold,units_ordered,price,discount,weather_condition,promotion,competitor_pricing,seasonality,epidemic,demand
2025-03-19,SKU-003,Dairy,South,30.3,18.2,30.4,4.0,0,Rainy,0,4.1,Winter,0,15.6
2025-03-20,SKU-001,Beverages,South,55.4,62.0,82.8,2.5,0,Cloudy,0,2.6,Winter,0,62.6
2025-03-20,SKU-002,Snacks,South,53.2,26.5,39.8,3.2,0,Cloudy,0,3.3,Winter,0,28.5
2025-03-20,SKU-003,Dairy,South,23.7,24.6,30.4,3.6,10,Rainy,1,4.1,Winter,0,24.5
2025-03-21,SKU-001,Beverages,North,71.2,47.7,84.5,2.5,0,Rainy,0,2.6,Winter,0,48.1
2025-03-21,SKU-002,Snacks,North,36.9,35.1,49.1,3.2,0,Sunny,0,3.3,Winter,0,32.3
2025-03-21,SKU-003,Dairy,South,33.4,16.3,31.3,4.0,0,Rainy,0,4.1,Winter,0,14.5
2025-03-22,SKU-001,Beverages,North,72.8,49.1,73.5,2.5,0,Rainy,0,2.6,Winter,0,47.1
2025-03-22,SKU-002,Snacks,South,37.4,34.7,48.8,3.2,0,Sunny,0,3.3,Winter,0,33.2
2025-03-22,SKU-003,Dairy,South,29.0,18.3,26.4,4.0,0,Sunny,0,4.1,Winter,0,19.9
2025-03-23,SKU-001,Beverages,South,78.1,41.9,86.7,2.5,0,Cloudy,0,2.6,Winter,0,41.9
2025-03-23,SKU-002,Snacks,North,37.9,30.2,45.2,3.2,0,Rainy,0,3.3,Winter,0,32.7
2025-03-23,SKU-003,Dairy,North,24.8,17.2,35.5,4.0,0,Sunny,0,4.1,Winter,0,18.6
2025-03-24,SKU-001,Beverages,South,83.1,47.7,78.2,2.5,0,Rainy,0,2.6,Winter,0,47.4
2025-03-24,SKU-002,Snacks,North,51.4,23.7,47.7,3.2,0,Cloudy,0,3.3,Winter,0,24.3
2025-03-24,SKU-003,Dairy,South,24.8,18.4,30.6,4.0,0,Cloudy,0,4.1,Winter,0,17.9
2025-03-25,SKU-001,Beverages,North,79.0,37.9,83.6,2.5,0,Rainy,0,2.6,Winter,0,39.9
2025-03-25,SKU-002,Snacks,South,35.2,35.8,49.6,3.2,0,Sunny,0,3.3,Winter,0,34.4
2025-03-25,SKU-003,Dairy,South,18.7,22.0,27.4,4.0,0,Sunny,0,4.1,Winter,0,19.3
2025-03-26,SKU-001,Beverages,South,71.6,44.5,78.9,2.5,0,Cloudy,0,2.6,Winter,0,44.5
2025-03-26,SKU-002,Snacks,North,38.8,48.0,51.3,2.88,10,Rainy,1,3.3,Winter,0,44.4
2025-03-26,SKU-003,Dairy,North,25.0,18.8,27.7,4.0,0,Rainy,0,4.1,Winter,0,19.2
2025-03-27,SKU-001,Beverages,South,69.3,51.7,81.5,2.5,0,Cloudy,0,2.6,Winter,0,51.4
2025-03-27,SKU-002,Snacks,South,43.0,35.8,48.9,2.88,10,Sunny,1,3.3,Winter,0,33.9
2025-03-27,SKU-003,Dairy,South,31.0,16.4,32.2,4.0,0,Cloudy,0,4.1,Winter,0,15.2
2025-03-28,SKU-001,Beverages,South,75.6,46.4,78.0,2.5,0,Cloudy,0,2.6,Winter,0,47.1
2025-03-28,SKU-002,Snacks,South,42.1,34.4,55.1,2.88,10,Sunny,1,3.3,Winter,0,34.5
2025-03-28,SKU-003,Dairy,North,32.2,16.5,31.1,4.0,0,Cloudy,0,4.1,Winter,0,16.1
2025-03-29,SKU-001,Beverages,South,64.2,54.8,77.4,2.25,10,Rainy,1,2.6,Winter,0,55.2
2025-03-29,SKU-002,Snacks,South,36.6,32.4,51.3,3.2,0,Sunny,0,3.3,Winter,0,34.1
2025-03-29,SKU-003,Dairy,South,14.1,26.9,31.9,4.0,0,Rainy,0,4.1,Winter,0,21.7
2025-03-30,SKU-001,Beverages,North,67.3,56.3,78.9,2.5,0,Sunny,0,2.6,Winter,0,54.8
2025-03-30,SKU-002,Snacks,South,42.8,33.4,52.8,3.2,0,Sunny,0,3.3,Winter,0,35.9
2025-03-30,SKU-003,Dairy,North,27.5,14.7,37.7,4.0,0,Rainy,0,4.1,Winter,0,17.1
2025-03-31,SKU-001,Beverages,South,84.3,46.0,83.6,2.5,0,Rainy,0,2.6,Winter,0,46.7
2025-03-31,SKU-002,Snacks,North,41.9,29.0,50.0,3.2,0,Rainy,0,3.3,Winter,0,28.9
2025-03-31,SKU-003,Dairy,North,21.0,18.3,29.4,4.0,0,Cloudy,0,4.1,Winter,0,19.2
2025-04-01,SKU-001,Beverages,North,86.0,41.5,81.9,2.5,0,Cloudy,0,2.6,Spring,0,44.2
2025-04-01,SKU-002,Snacks,South,55.5,25.6,51.7,3.2,0,Cloudy,0,3.3,Spring,0,26.7
2025-04-01,SKU-003,Dairy,South,29.8,15.9,24.7,4.0,0,Sunny,0,4.1,Spring,0,18.7
2025-04-02,SKU-001,Beverages,South,80.7,41.9,78.4,2.5,0,Rainy,0,2.6,Spring,0,44.5
2025-04-02,SKU-002,Snacks,South,29.6,45.3,55.3,2.88,10,Sunny,1,3.3,Spring,0,42.4
2025-04-02,SKU-003,Dairy,North,32.6,16.3,33.7,4.0,0,Sunny,0,4.1,Spring,0,17.0
2025-04-03,SKU-001,Beverages,South,68.2,47.0,77.1,2.5,0,Rainy,0,2.6,Spring,0,47.4
2025-04-03,SKU-002,Snacks,South,40.8,31.8,52.1,3.2,0,Sunny,0,3.3,Spring,0,33.4
2025-04-03,SKU-003,Dairy,North,29.9,14.3,29.3,4.0,0,Cloudy,0,4.1,Spring,0,12.5
2025-04-04,SKU-001,Beverages,South,55.6,66.8,81.7,2.25,10,Rainy,1,2.6,Spring,0,66.6
2025-04-04,SKU-002,Snacks,South,41.7,27.0,46.8,3.2,0,Sunny,0,3.3,Spring,0,25.8
2025-04-04,SKU-003,Dairy,South,26.4,15.5,34.9,4.0,0,Sunny,0,4.1,Spring,0,16.2
2025-04-05,SKU-001,Beverages,North,43.7,73.8,75.8,2.25,10,Cloudy,1,2.6,Spring,0,68.5
2025-04-05,SKU-002,Snacks,South,42.7,35.0,48.7,3.2,0,Rainy,0,3.3,Spring,0,31.4
2025-04-05,SKU-003,Dairy,South,32.2,21.0,29.2,4.0,0,Cloudy,0,4.1,Spring,0,17.0
2025-04-06,SKU-001,Beverages,South,70.3,49.6,84.4,2.5,0,Cloudy,0,2.6,Spring,0,46.9
2025-04-06,SKU-002,Snacks,South,22.3,45.5,50.3,2.88,10,Sunny,1,3.3,Spring,0,44.9
2025-04-06,SKU-003,Dairy,North,31.1,15.5,29.9,4.0,0,Rainy,0,4.1,Spring,0,16.9
2025-04-07,SKU-001,Beverages,North,77.6,42.9,82.6,2.5,0,Cloudy,0,2.6,Spring,0,42.6
2025-04-07,SKU-002,Snacks,South,39.5,34.9,47.4,3.2,0,Cloudy,0,3.3,Spring,0,33.9
2025-04-07,SKU-003,Dairy,South,26.7,14.3,32.8,4.0,0,Cloudy,0,4.1,Spring,0,13.9
2025-04-08,SKU-001,Beverages,South,83.3,33.5,83.1,2.5,0,Cloudy,0,2.6,Spring,0,31.4
2025-04-08,SKU-002,Snacks,North,30.4,39.9,51.3,3.2,0,Rainy,0,3.3,Spring,0,39.5
2025-04-08,SKU-003,Dairy,South,24.1,20.9,30.9,4.0,0,Sunny,0,4.1,Spring,0,18.0
2025-04-09,SKU-001,Beverages,South,79.5,42.4,77.7,2.5,0,Cloudy,0,2.6,Spring,0,41.6
2025-04-09,SKU-002,Snacks,South,43.7,32.8,49.8,3.2,0,Sunny,0,3.3,Spring,0,32.1
2025-04-09,SKU-003,Dairy,North,24.5,20.1,23.3,4.0,0,Cloudy,0,4.1,Spring,0,18.6
2025-04-10,SKU-001,Beverages,South,64.3,52.9,78.8,2.25,10,Sunny,1,2.6,Spring,0,52.5
2025-04-10,SKU-002,Snacks,North,38.2,29.2,53.7,3.2,0,Sunny,0,3.3,Spring,0,31.6
2025-04-10,SKU-003,Dairy,North,28.6,18.2,27.6,4.0,0,Rainy,0,4.1,Spring,0,16.9
2025-04-11,SKU-001,Beverages,North,68.8,48.7,82.3,2.5,0,Cloudy,0,2.6,Spring,0,50.7
2025-04-11,SKU-002,Snacks,North,50.6,29.5,46.0,3.2,0,Rainy,0,3.3,Spring,0,28.7
2025-04-11,SKU-003,Dairy,South,15.2,23.7,32.5,3.6,10,Sunny,1,4.1,Spring,0,24.9
2025-04-12,SKU-001,Beverages,South,70.7,50.0,83.3,2.25,10,Cloudy,1,2.6,Spring,0,52.9
2025-04-12,SKU-002,Snacks,North,41.5,32.4,51.3,3.2,0,Sunny,0,3.3,Spring,0,29.5
2025-04-12,SKU-003,Dairy,North,31.0,19.0,36.2,4.0,0,Cloudy,0,4.1,Spring,0,18.4
2025-04-13,SKU-001,Beverages,South,74.5,47.4,85.5,2.5,0,Sunny,0,2.6,Spring,0,43.2
2025-04-13,SKU-002,Snacks,North,49.5,29.2,47.3,3.2,0,Sunny,0,3.3,Spring,0,29.8
2025-04-13,SKU-003,Dairy,North,27.7,23.5,30.3,4.0,0,Rainy,0,4.1,Spring,0,20.1
2025-04-14,SKU-001,Beverages,North,64.8,51.6,80.1,2.5,0,Sunny,0,2.6,Spring,0,52.9
2025-04-14,SKU-002,Snacks,North,37.2,32.2,49.7,3.2,0,Cloudy,0,3.3,Spring,0,30.9
2025-04-14,SKU-003,Dairy,North,26.3,25.8,29.2,3.6,10,Cloudy,1,4.1,Spring,0,28.0
2025-04-15,SKU-001,Beverages,South,73.5,42.0,77.2,2.5,0,Cloudy,0,2.6,Spring,0,42.0
2025-04-15,SKU-002,Snacks,South,36.9,38.7,48.6,3.2,0,Cloudy,0,3.3,Spring,0,38.5
2025-04-15,SKU-003,Dairy,South,19.1,13.3,25.7,4.0,0,Sunny,0,4.1,Spring,0,17.4
2025-04-16,SKU-001,Beverages,North,68.4,44.4,79.0,2.5,0,Rainy,0,2.6,Spring,0,45.9
2025-04-16,SKU-002,Snacks,North,48.7,30.6,48.3,3.2,0,Sunny,0,3.3,Spring,0,29.2
2025-04-16,SKU-003,Dairy,North,23.2,20.4,30.3,4.0,0,Cloudy,0,4.1,Spring,0,20.3
2025-04-17,SKU-001,Beverages,South,82.5,40.4,81.0,2.5,0,Sunny,0,2.6,Spring,0,43.5
2025-04-17,SKU-002,Snacks,North,52.8,25.7,51.3,3.2,0,Rainy,0,3.3,Spring,0,23.9
2025-04-17,SKU-003,Dairy,South,27.1,23.3,31.8,4.0,0,Rainy,0,4.1,Spring,0,21.5
2025-04-18,SKU-001,Beverages,North,63.7,58.9,79.5,2.5,0,Cloudy,0,2.6,Spring,0,54.5
2025-04-18,SKU-002,Snacks,North,42.6,33.4,52.3,3.2,0,Cloudy,0,3.3,Spring,0,32.8
2025-04-18,SKU-003,Dairy,South,31.3,16.5,32.8,4.0,0,Cloudy,0,4.1,Spring,0,18.0
2025-04-19,SKU-001,Beverages,North,75.8,45.0,76.9,2.5,0,Cloudy,0,2.6,Spring,0,46.5
2025-04-19,SKU-002,Snacks,South,36.0,33.0,52.8,3.2,0,Sunny,0,3.3,Spring,0,33.7
2025-04-19,SKU-003,Dairy,South,25.5,21.0,30.8,3.6,10,Cloudy,1,4.1,Spring,0,20.0
2025-04-20,SKU-001,Beverages,South,68.1,46.4,78.8,2.5,0,Sunny,0,2.6,Spring,0,47.1
2025-04-20,SKU-002,Snacks,South,51.5,30.0,54.2,3.2,0,Cloudy,0,3.3,Spring,0,29.2
2025-04-20,SKU-003,Dairy,North,28.3,21.5,34.8,4.0,0,Rainy,0,4.1,Spring,0,18.8
2025-04-21,SKU-001,Beverages,North,55.3,60.7,81.3,2.5,0,Sunny,0,2.6,Spring,0,56.6
2025-04-21,SKU-002,Snacks,North,42.2,30.7,49.7,3.2,0,Rainy,0,3.3,Spring,0,29.8
2025-04-21,SKU-003,Dairy,South,27.4,16.3,34.8,3.6,10,Rainy,1,4.1,Spring,0,19.2
2025-04-22,SKU-001,Beverages,South,76.3,47.2,79.0,2.5,0,Rainy,0,2.6,Spring,0,45.0
2025-04-22,SKU-002,Snacks,North,44.7,30.2,51.2,3.2,0,Sunny,0,3.3,Spring,0,29.3
2025-04-22,SKU-003,Dairy,North,30.1,20.2,28.6,4.0,0,Sunny,0,4.1,Spring,0,19.2
2025-04-23,SKU-001,Beverages,South,77.7,45.5,78.5,2.5,0,Cloudy,0,2.6,Spring,0,46.4
2025-04-23,SKU-002,Snacks,South,46.3,30.2,52.7,3.2,0,Sunny,0,3.3,Spring,0,30.9
2025-04-23,SKU-003,Dairy,South,23.8,21.1,28.3,4.0,0,Rainy,0,4.1,Spring,0,21.7
2025-04-24,SKU-001,Beverages,South,64.1,52.5,80.2,2.5,0,Sunny,0,2.6,Spring,0,49.0
2025-04-24,SKU-002,Snacks,South,34.9,39.9,54.9,2.88,10,Cloudy,1,3.3,Spring,0,39.9
2025-04-24,SKU-003,Dairy,South,41.0,14.4,26.5,4.0,0,Sunny,0,4.1,Spring,0,15.7
2025-04-25,SKU-001,Beverages,North,74.8,51.2,79.0,2.5,0,Cloudy,0,2.6,Spring,0,50.6
2025-04-25,SKU-002,Snacks,North,48.9,32.0,49.4,3.2,0,Cloudy,0,3.3,Spring,0,29.2
2025-04-25,SKU-003,Dairy,South,29.3,21.3,32.8,4.0,0,Rainy,0,4.1,Spring,0,19.7
2025-04-26,SKU-001,Beverages,South,58.4,58.5,82.6,2.5,0,Rainy,0,2.6,Spring,0,55.8
2025-04-26,SKU-002,Snacks,North,38.0,43.0,45.7,2.88,10,Cloudy,1,3.3,Spring,0,42.0
2025-04-26,SKU-003,Dairy,South,24.9,21.0,30.4,4.0,0,Cloudy,0,4.1,Spring,0,19.5
2025-04-27,SKU-001,Beverages,South,79.5,45.3,76.6,2.5,0,Cloudy,0,2.6,Spring,0,47.1
2025-04-27,SKU-002,Snacks,South,57.7,25.9,52.0,3.2,0,Sunny,0,3.3,Spring,0,26.5
2025-04-27,SKU-003,Dairy,South,25.1,19.2,25.1,3.6,10,Rainy,1,4.1,Spring,0,18.8
2025-04-28,SKU-001,Beverages,South,82.6,36.0,83.1,2.5,0,Cloudy,0,2.6,Spring,0,37.5
2025-04-28,SKU-002,Snacks,North,39.7,41.0,50.8,2.88,10,Sunny,1,3.3,Spring,0,41.4
2025-04-28,SKU-003,Dairy,North,34.0,18.4,28.6,4.0,0,Cloudy,0,4.1,Spring,0,17.8
2025-04-29,SKU-001,Beverages,South,77.6,43.5,83.9,2.25,10,Rainy,1,2.6,Spring,0,43.1
2025-04-29,SKU-002,Snacks,South,43.9,33.7,44.8,3.2,0,Sunny,0,3.3,Spring,0,32.6
2025-04-29,SKU-003,Dairy,North,17.0,24.5,28.8,3.6,10,Rainy,1,4.1,Spring,0,21.4
2025-04-30,SKU-001,Beverages,North,80.0,40.0,80.0,2.5,0,Rainy,0,2.6,Spring,0,43.1
2025-04-30,SKU-002,Snacks,South,46.0,33.1,47.4,3.2,0,Sunny,0,3.3,Spring,0,32.7
2025-04-30,SKU-003,Dairy,North,19.8,22.8,32.6,3.6,10,Rainy,1,4.1,Spring,0,22.6
2025-05-01,SKU-001,Beverages,South,55.0,65.9,81.4,2.25,10,Sunny,1,2.6,Spring,0,66.2
2025-05-01,SKU-002,Snacks,North,57.4,19.9,52.7,3.2,0,Cloudy,0,3.3,Spring,0,20.2
2025-05-01,SKU-003,Dairy,North,19.4,22.3,28.8,4.0,0,Cloudy,0,4.1,Spring,0,19.8
2025-05-02,SKU-001,Beverages,North,61.4,56.4,80.4,2.25,10,Sunny,1,2.6,Spring,0,59.9
2025-05-02,SKU-002,Snacks,North,35.4,32.4,49.4,3.2,0,Rainy,0,3.3,Spring,0,33.0
2025-05-02,SKU-003,Dairy,South,27.6,15.4,31.4,4.0,0,Sunny,0,4.1,Spring,0,18.1
2025-05-03,SKU-001,Beverages,South,56.3,68.5,84.8,2.25,10,Rainy,1,2.6,Spring,0,65.9
2025-05-03,SKU-002,Snacks,South,46.9,29.1,49.6,3.2,0,Cloudy,0,3.3,Spring,0,29.8
2025-05-03,SKU-003,Dairy,North,25.7,13.9,32.4,4.0,0,Rainy,0,4.1,Spring,0,13.6
2025-05-04,SKU-001,Beverages,North,83.1,40.2,79.2,2.5,0,Sunny,0,2.6,Spring,0,45.5
2025-05-04,SKU-002,Snacks,South,43.3,30.4,54.7,3.2,0,Cloudy,0,3.3,Spring,0,29.3
2025-05-04,SKU-003,Dairy,North,27.7,16.1,30.6,4.0,0,Rainy,0,4.1,Spring,0,15.8
2025-05-05,SKU-001,Beverages,North,72.3,36.9,80.8,2.5,0,Rainy,0,2.6,Spring,0,39.4
2025-05-05,SKU-002,Snacks,North,40.5,37.8,52.0,3.2,0,Sunny,0,3.3,Spring,0,36.2
2025-05-05,SKU-003,Dairy,North,29.5,16.3,31.9,4.0,0,Sunny,0,4.1,Spring,0,16.6
2025-05-06,SKU-001,Beverages,South,88.3,42.4,81.3,2.5,0,Cloudy,0,2.6,Spring,0,42.4
2025-05-06,SKU-002,Snacks,North,43.0,35.8,54.3,2.88,10,Sunny,1,3.3,Spring,0,37.1
2025-05-06,SKU-003,Dairy,North,23.9,21.2,31.1,4.0,0,Cloudy,0,4.1,Spring,0,18.4
2025-05-07,SKU-001,Beverages,North,64.5,54.3,81.4,2.5,0,Sunny,0,2.6,Spring,0,53.3
2025-05-07,SKU-002,Snacks,North,38.1,36.9,52.3,2.88,10,Sunny,1,3.3,Spring,0,36.6
2025-05-07,SKU-003,Dairy,North,34.1,14.2,30.6,4.0,0,Rainy,0,4.1,Spring,0,13.8
2025-05-08,SKU-001,Beverages,South,89.2,36.2,80.5,2.5,0,Sunny,0,2.6,Spring,0,33.2
2025-05-08,SKU-002,Snacks,South,39.7,31.5,50.9,3.2,0,Cloudy,0,3.3,Spring,0,30.7
2025-05-08,SKU-003,Dairy,South,18.6,18.4,31.4,4.0,0,Sunny,0,4.1,Spring,0,18.6
2025-05-09,SKU-001,Beverages,South,66.0,56.1,80.1,2.25,10,Cloudy,1,2.6,Spring,0,57.2
2025-05-09,SKU-002,Snacks,South,47.0,31.6,46.1,3.2,0,Cloudy,0,3.3,Spring,0,30.5
2025-05-09,SKU-003,Dairy,North,18.6,20.2,31.8,4.0,0,Rainy,0,4.1,Spring,0,18.1
2025-05-10,SKU-001,Beverages,North,75.7,44.2,78.5,2.5,0,Sunny,0,2.6,Spring,0,42.6
2025-05-10,SKU-002,Snacks,North,29.2,39.1,45.2,3.2,0,Sunny,0,3.3,Spring,0,42.0
2025-05-10,SKU-003,Dairy,South,35.1,15.8,28.2,4.0,0,Sunny,0,4.1,Spring,0,17.2
2025-05-11,SKU-001,Beverages,South,70.5,52.0,82.0,2.5,0,Sunny,0,2.6,Spring,0,54.5
2025-05-11,SKU-002,Snacks,North,43.9,29.3,45.6,3.2,0,Cloudy,0,3.3,Spring,0,29.7
2025-05-11,SKU-003,Dairy,North,28.8,11.7,26.0,4.0,0,Cloudy,0,4.1,Spring,0,13.2
2025-05-12,SKU-001,Beverages,South,59.1,60.3,84.5,2.25,10,Cloudy,1,2.6,Spring,0,58.0
2025-05-12,SKU-002,Snacks,South,54.7,24.8,48.7,3.2,0,Rainy,0,3.3,Spring,0,26.4
2025-05-12,SKU-003,Dairy,South,37.7,11.8,32.2,4.0,0,Rainy,0,4.1,Spring,0,11.4
2025-05-13,SKU-001,Beverages,North,86.2,31.0,75.0,2.5,0,Sunny,0,2.6,Spring,0,28.5
2025-05-13,SKU-002,Snacks,North,38.6,39.9,42.3,3.2,0,Sunny,0,3.3,Spring,0,35.0
2025-05-13,SKU-003,Dairy,North,25.1,14.8,27.8,4.0,0,Cloudy,0,4.1,Spring,0,15.9
2025-05-14,SKU-001,Beverages,North,85.7,40.4,82.5,2.5,0,Sunny,0,2.6,Spring,0,42.4
2025-05-14,SKU-002,Snacks,North,46.9,32.4,51.7,3.2,0,Rainy,0,3.3,Spring,0,31.9
2025-05-14,SKU-003,Dairy,South,39.1,13.2,24.8,4.0,0,Sunny,0,4.1,Spring,0,14.1
2025-05-15,SKU-001,Beverages,South,68.6,53.8,78.3,2.5,0,Sunny,0,2.6,Spring,0,54.8
2025-05-15,SKU-002,Snacks,North,35.0,32.0,52.4,3.2,0,Sunny,0,3.3,Spring,0,27.4
2025-05-15,SKU-003,Dairy,North,12.4,21.1,30.5,4.0,0,Sunny,0,4.1,Spring,0,20.5
2025-05-16,SKU-001,Beverages,North,81.2,42.9,79.8,2.5,0,Cloudy,0,2.6,Spring,0,43.6
2025-05-16,SKU-002,Snacks,South,43.4,28.9,51.6,3.2,0,Sunny,0,3.3,Spring,0,27.0
2025-05-16,SKU-003,Dairy,North,34.3,15.9,32.8,4.0,0,Cloudy,0,4.1,Spring,0,15.0
2025-05-17,SKU-001,Beverages,South,86.9,35.3,78.4,2.5,0,Rainy,0,2.6,Spring,0,34.4
2025-05-17,SKU-002,Snacks,South,39.8,27.6,48.9,3.2,0,Cloudy,0,3.3,Spring,0,27.0
2025-05-17,SKU-003,Dairy,South,23.5,21.5,28.0,4.0,0,Cloudy,0,4.1,Spring,0,17.8
2025-05-18,SKU-001,Beverages,North,70.1,47.5,77.4,2.5,0,Cloudy,0,2.6,Spring,0,48.1
2025-05-18,SKU-002,Snacks,South,47.2,31.2,45.9,3.2,0,Cloudy,0,3.3,Spring,0,28.5
2025-05-18,SKU-003,Dairy,South,20.7,22.5,30.4,3.6,10,Sunny,1,4.1,Spring,0,22.3
2025-05-19,SKU-001,Beverages,South,75.2,37.2,83.3,2.5,0,Sunny,0,2.6,Spring,0,38.1
2025-05-19,SKU-002,Snacks,North,39.6,32.8,44.9,2.88,10,Cloudy,1,3.3,Spring,0,31.6
2025-05-19,SKU-003,Dairy,South,33.3,17.3,34.3,4.0,0,Rainy,0,4.1,Spring,0,17.4
2025-05-20,SKU-001,Beverages,South,64.3,50.9,77.1,2.5,0,Rainy,0,2.6,Spring,0,48.2
2025-05-20,SKU-002,Snacks,South,37.6,36.2,47.2,2.88,10,Sunny,1,3.3,Spring,0,36.7
2025-05-20,SKU-003,Dairy,North,22.8,14.7,28.0,4.0,0,Rainy,0,4.1,Spring,0,14.0
2025-05-21,SKU-001,Beverages,South,68.6,52.4,80.2,2.5,0,Cloudy,0,2.6,Spring,0,49.7
2025-05-21,SKU-002,Snacks,South,57.0,26.4,54.0,3.2,0,Cloudy,0,3.3,Spring,0,27.8
2025-05-21,SKU-003,Dairy,South,27.1,22.0,26.6,4.0,0,Sunny,0,4.1,Spring,0,20.1
2025-05-22,SKU-001,Beverages,North,70.2,54.9,80.8,2.5,0,Sunny,0,2.6,Spring,0,49.8
2025-05-22,SKU-002,Snacks,North,43.4,34.3,51.0,3.2,0,Cloudy,0,3.3,Spring,0,36.3
2025-05-22,SKU-003,Dairy,North,27.3,16.5,29.9,4.0,0,Cloudy,0,4.1,Spring,0,13.7
2025-05-23,SKU-001,Beverages,South,75.5,48.3,84.4,2.5,0,Rainy,0,2.6,Spring,0,48.5
2025-05-23,SKU-002,Snacks,North,43.2,33.1,50.9,2.88,10,Cloudy,1,3.3,Spring,0,33.3
2025-05-23,SKU-003,Dairy,North,38.1,16.7,31.6,4.0,0,Rainy,0,4.1,Spring,0,16.9
2025-05-24,SKU-001,Beverages,North,71.4,48.2,79.3,2.5,0,Rainy,0,2.6,Spring,0,47.1
2025-05-24,SKU-002,Snacks,South,49.1,33.9,54.9,3.2,0,Rainy,0,3.3,Spring,0,34.5
2025-05-24,SKU-003,Dairy,North,12.1,23.7,29.8,3.6,10,Rainy,1,4.1,Spring,0,22.8
2025-05-25,SKU-001,Beverages,North,81.2,34.9,80.1,2.5,0,Rainy,0,2.6,Spring,0,34.8
2025-05-25,SKU-002,Snacks,North,42.0,29.1,45.9,3.2,0,Rainy,0,3.3,Spring,0,30.2
2025-05-25,SKU-003,Dairy,North,18.4,23.6,35.2,3.6,10,Rainy,1,4.1,Spring,0,24.1
2025-05-26,SKU-001,Beverages,North,70.4,43.1,81.3,2.5,0,Rainy,0,2.6,Spring,0,41.4
2025-05-26,SKU-002,Snacks,South,45.1,26.5,47.3,3.2,0,Cloudy,0,3.3,Spring,0,27.9
2025-05-26,SKU-003,Dairy,South,29.6,15.6,27.0,4.0,0,Sunny,0,4.1,Spring,0,13.9
2025-05-27,SKU-001,Beverages,North,68.9,50.0,83.8,2.5,0,Sunny,0,2.6,Spring,0,49.3
2025-05-27,SKU-002,Snacks,South,35.2,29.0,51.6,3.2,0,Cloudy,0,3.3,Spring,0,27.5
2025-05-27,SKU-003,Dairy,South,22.1,17.2,25.9,4.0,0,Rainy,0,4.1,Spring,0,17.0
2025-05-28,SKU-001,Beverages,North,87.5,37.9,73.6,2.5,0,Cloudy,0,2.6,Spring,0,40.0
2025-05-28,SKU-002,Snacks,North,42.4,33.4,50.5,3.2,0,Cloudy,0,3.3,Spring,0,33.2
2025-05-28,SKU-003,Dairy,South,30.5,9.3,32.2,4.0,0,Cloudy,0,4.1,Spring,0,11.5
2025-05-29,SKU-001,Beverages,North,71.7,48.9,85.2,2.5,0,Rainy,0,2.6,Spring,0,48.1
2025-05-29,SKU-002,Snacks,South,53.1,20.5,51.3,3.2,0,Rainy,0,3.3,Spring,0,24.0
2025-05-29,SKU-003,Dairy,South,23.0,14.9,31.8,4.0,0,Cloudy,0,4.1,Spring,0,14.4
2025-05-30,SKU-001,Beverages,South,84.0,36.6,81.3,2.5,0,Sunny,0,2.6,Spring,0,39.0
2025-05-30,SKU-002,Snacks,North,50.0,30.4,53.2,3.2,0,Sunny,0,3.3,Spring,0,29.7
2025-05-30,SKU-003,Dairy,North,33.9,13.9,36.7,4.0,0,Sunny,0,4.1,Spring,0,17.8
2025-05-31,SKU-001,Beverages,North,73.5,48.7,77.6,2.5,0,Cloudy,0,2.6,Spring,0,48.7
2025-05-31,SKU-002,Snacks,South,29.0,32.6,50.8,3.2,0,Sunny,0,3.3,Spring,0,30.4
2025-05-31,SKU-003,Dairy,North,35.9,19.2,32.9,4.0,0,Rainy,0,4.1,Spring,0,17.5
2025-06-01,SKU-001,Beverages,North,66.9,51.7,81.0,2.5,0,Cloudy,0,2.6,Spring,0,51.5
2025-06-01,SKU-002,Snacks,North,33.3,37.7,49.8,3.2,0,Rainy,0,3.3,Spring,0,31.4
2025-06-01,SKU-003,Dairy,South,28.6,13.3,30.6,4.0,0,Rainy,0,4.1,Spring,0,13.5
2025-06-02,SKU-001,Beverages,South,77.7,39.2,79.4,2.5,0,Rainy,0,2.6,Spring,0,39.4
2025-06-02,SKU-002,Snacks,North,52.8,25.5,46.6,3.2,0,Sunny,0,3.3,Spring,0,25.7
2025-06-02,SKU-003,Dairy,South,26.1,15.2,30.2,4.0,0,Sunny,0,4.1,Spring,0,14.7
2025-06-03,SKU-001,Beverages,North,76.1,49.6,82.3,2.5,0,Cloudy,0,2.6,Spring,0,48.0
2025-06-03,SKU-002,Snacks,North,34.8,34.0,53.9,3.2,0,Rainy,0,3.3,Spring,0,32.6
2025-06-03,SKU-003,Dairy,North,34.9,17.5,28.9,4.0,0,Rainy,0,4.1,Spring,0,16.9
2025-06-04,SKU-001,Beverages,South,90.0,38.2,78.0,2.5,0,Cloudy,0,2.6,Spring,0,37.5
2025-06-04,SKU-002,Snacks,South,43.4,31.7,52.7,3.2,0,Cloudy,0,3.3,Spring,0,31.2
2025-06-04,SKU-003,Dairy,North,33.0,14.5,33.1,4.0,0,Sunny,0,4.1,Spring,0,14.0
2025-06-05,SKU-001,Beverages,South,77.2,38.8,82.2,2.5,0,Rainy,0,2.6,Spring,0,37.0
2025-06-05,SKU-002,Snacks,North,52.7,27.5,51.5,3.2,0,Rainy,0,3.3,Spring,0,29.4
